T_in,T_out,H_in,H_out,L,Solar,CO2,Wind,N,W,E,status
20.302802856988624,5.252688353586709,72.32078060911715,77.21518832886946,425.2956637178238,713.3565310606001,,5.399195155903623,24,cloudy,265.9314034214061,Poor
18.141903508061795,-0.3215053736840545,64.8756362411061,70.43557474933398,528.5441691289939,218.69670188641496,999.6065619817288,3.2783998875145945,18,rainy,422.03231592288006,Poor
23.157277614544743,7.178666446377504,57.87676651836932,46.56976712153375,477.6976853628854,527.1303195161743,987.1760002004122,5.15193813369506,28,cloudy,292.2984077622047,Acceptable
24.674806641189036,22.174340341029243,60.79099343843092,58.34256573061279,778.9136939897516,200.7366537253463,665.2628158607765,3.31676413505891,23,cloudy,103.76086112519806,Acceptable
27.9708194614568,21.61542225509225,57.08890006746114,42.69548038342277,361.30284162376586,444.89767315756814,900.5403405229614,2.821036145931645,29,sunny,117.66338390293922,Acceptable
22.36143910988277,18.006726474997567,46.800992372276305,44.497852990568035,696.0952602128095,379.20172610282583,1027.743808583606,2.612303757837132,16,cloudy,103.5499284867459,Acceptable
23.546597344084716,22.27742523036765,47.361301083916395,63.48689208029938,313.76126608234426,415.0477163124256,1049.2952762359928,3.410510357041274,2,cloudy,62.471891905597474,Acceptable
29.295374286985837,22.80904341450404,62.667186911125064,59.0922957914749,851.5938701364771,139.64654941049534,776.5539336701288,3.2688003884486605,25,rainy,130.61819690370808,Poor
21.358321077063717,5.179940483720035,46.07591883859185,26.725582093935245,490.7927361678767,616.094435698889,779.2691332130343,1.4469171039049504,28,sunny,,Good
23.50190553752582,17.59079054284013,43.21215720015259,46.376862954419465,620.0434102971726,518.9287187005342,1011.2446353838036,2.7627047603650428,6,cloudy,99.26567276892128,Acceptable
26.44842293496893,15.376682797165724,54.90250752638341,46.18624119322152,463.49503708705686,605.3951968713079,909.7582274916105,1.4902873598333568,29,sunny,181.46650737792532,Acceptable
24.78366876177321,12.134440177686704,47.372587384189025,31.711198908776417,344.8129682243968,679.5784123572047,1128.8936245211169,2.921891456875097,25,sunny,188.3711411453213,Acceptable
21.605379838670263,17.622389775527996,46.33520540525942,66.82919666235945,252.3598083359165,498.9384744973883,554.3830845103076,2.5936567245470177,7,sunny,73.67411852367239,Good
21.62374418970347,21.017023217645832,52.366884549095985,31.574332857050777,256.17615676490334,1057.3356240187152,822.754774634184,2.072465112780054,14,sunny,79.15425203205324,Good
24.757857887069363,15.869148347523073,79.18479099435253,92.27719788788434,595.8238777523925,385.0591108403903,1172.1397276256423,3.666299536146617,9,rainy,165.1177992585348,Poor
17.611961084485852,10.3626614925142,60.98572844846276,61.338374700367694,350.356765394296,768.2757585260072,,2.1230046592032465,26,sunny,119.09129431602553,Acceptable
29.11505338556864,12.13480388285916,53.91142126875074,59.802801675774354,620.5877288682872,143.7121237002386,976.8149535991564,8.574091278021642,21,stormy,381.3913396029358,Poor
22.40546167700639,36.12666313539175,45.91821023195255,57.882101237381754,65.86261767214773,657.6724080886916,1213.1598077157253,2.9519677769663124,5,cloudy,,Acceptable
24.873753994569817,11.56356124762855,86.1460364178345,73.66424870771645,505.1707555747575,487.5565219055584,707.3061107273996,2.07492880440537,28,cloudy,241.88644014044667,Poor
26.640939655926825,6.503256172016718,52.70534910513279,53.07353667750572,458.5071490046441,322.85464350532163,979.8232424835086,2.5220699658602785,17,cloudy,402.8685428675269,Poor
29.796180257144805,22.201932555296573,48.968356227899875,38.05012470954243,627.6020693749679,225.46181038160304,1267.395156198451,3.9591446745597807,18,cloudy,131.50941696251328,Poor
20.025397241888683,26.77302528651897,44.81604593412621,49.62684040556572,453.9594336473039,573.3096648430568,736.7466121261267,2.1648128624459844,3,sunny,92.0659283017256,Good
29.760804503061227,25.71235281676155,67.251184218444,77.80446354112456,0.0,1200.0,573.3266925409715,2.239446945027749,16,sunny,46.963926119924714,Poor
25.781763193939025,13.042259713227944,37.69782419995756,25.606915426732797,441.73894457817914,572.4128238336156,1136.4451445494844,2.0810786880832657,6,sunny,196.70513065424,Acceptable
22.28660494217357,29.984759401936643,54.93911362317308,56.28420165462761,0.0,1200.0,804.3783166525664,2.7122745850505603,28,sunny,79.93844851611004,Good
21.79611931099879,15.71734249195321,49.13347334853153,48.11807304250706,219.05619410853384,717.9422543484509,934.5726837034534,3.0510563928096808,11,sunny,93.0720760618715,Good
25.71069089722116,6.920988366075051,65.3831513164706,72.2093357860917,781.5472210370003,138.60695950228077,960.6212104350288,6.630472601355372,19,stormy,449.8590096032512,Poor
23.463648632074065,17.132179814560345,50.058922897492266,42.13597843124041,0.0,1044.1107800692723,1118.5412314033415,0.012129603354261,17,sunny,70.5937715112497,Good
21.80815558337488,19.1303959462342,52.53785446972709,51.19832564265604,452.5321818418552,383.9717155318495,909.0195678610642,1.364533819580427,1,cloudy,56.958422660555584,Acceptable
20.86203536053975,27.71273142451565,59.70885983044309,63.56180834272023,191.85607317234175,811.874984176848,1075.662416227244,0.0,17,sunny,104.7471956663682,Good
23.106270241197343,22.99065460550676,72.12087275979104,74.9520184652973,800.3385090327719,154.25809786463003,1097.8322836160676,5.166256490477644,10,rainy,87.85318436395147,Acceptable
24.471529288465288,19.82000583153207,42.04933196015435,41.045732325668496,610.1230706365477,240.5746493425973,963.350991758248,4.626192103356442,8,cloudy,83.28594306781851,Acceptable
22.836157685266627,29.46324444543178,60.692530628703366,71.39294702581178,491.1028954817589,537.148185214014,1148.560937958464,4.41398717960174,8,sunny,112.63803810333852,Good
18.012481454095976,18.651916587189177,48.692234157385705,,478.10249505743366,257.87087826569626,1008.732755514752,4.1796187144152235,10,rainy,85.13591044711349,Poor
22.11804523279093,25.16787123040373,65.27028928923562,75.9637529522249,481.64240140811773,185.08766834708572,944.916082164144,5.686810637056088,12,rainy,95.04015144442802,Acceptable
25.673683517272227,6.769049641526452,71.40634124274405,68.78416467744711,714.3588391215258,78.50986330808962,1425.07149098863,3.9084757164500914,30,rainy,432.659211711551,Poor
23.24463281139187,7.406608058263005,50.857072861292174,74.00982163686092,630.9394393548522,487.74639487861833,592.1535223263875,2.7828891909168973,10,cloudy,287.37475655414624,Poor
21.651496381031897,28.20576357293228,41.044952739446146,53.378590728146705,374.1823875954347,678.3944430822111,746.5067070446726,,1,sunny,86.91664874762418,Good
22.30327018923147,10.879340430991972,45.97710858296624,63.88337978491866,281.6702701014973,650.1731530548763,773.0087209611297,1.2910258513098638,3,sunny,160.51034908631917,Acceptable
17.079013630988314,15.587846396196902,67.20729166256253,65.68158018619451,581.2189495356661,189.35987959641793,865.7367263962926,3.076682270794008,12,rainy,,Poor
24.21943449455432,19.215177983876544,68.24315688793929,70.64378640255377,879.1662833400246,96.0091312166984,971.5826367965864,4.340674950814558,15,cloudy,119.39310869376835,Acceptable
23.01180494968858,18.096393274764296,53.68895271710587,53.223035167645925,85.38703686830814,1110.3844900467552,873.5534593797321,4.950486342110905,26,sunny,89.09379906389822,Good
23.0248678367848,14.372084209209737,78.64072006150252,95.0,478.5604897523287,200.28864064142937,1353.1604904520848,3.261160204708946,8,rainy,152.059755577034,Poor
26.438400134126873,31.141012361425148,42.40770717025199,45.62785323012494,209.35906305850312,495.22200767415063,825.528330232933,3.522325969255046,21,cloudy,96.07222599084628,Acceptable
24.502155607044227,-0.2368120679975938,65.03484111856672,73.98052410445061,582.435258024477,619.5793109671912,739.1096785878715,3.37744074403284,16,cloudy,580.8667931879897,Poor
22.572346523142812,29.07098907778263,62.99162916108945,55.039373180995355,108.61047794144542,997.2895477694096,910.3373219910706,1.3041708462188697,18,sunny,113.50978103999452,Good
21.12267518311239,40.36137874234852,52.746135396685695,50.72224670715497,251.53002032515772,769.1232414709305,856.1813401631448,0.0,6,sunny,336.2214464335204,Acceptable
22.411219105950273,22.18867648452853,53.02676241088094,39.581868529505414,325.55729257956926,721.5843006611226,860.2805639911018,1.3348497002736497,5,sunny,80.29188204644265,Good
25.155347728495144,21.848201636164656,55.92302098538519,54.79174478261693,221.52292159738167,794.7836410682281,1034.9054947711868,0.3094518897624083,27,sunny,83.78592714511734,Good
17.338958006650724,23.810966364984203,51.7686249071525,43.97949639814633,550.6973239912033,314.2524292726401,1009.9542145508248,3.489778984295792,8,rainy,115.88867198664352,Poor
22.380660414140504,34.63083632454415,43.71733128915087,35.55920793198992,428.62388239153034,502.8429378310666,1126.2617169302898,2.7505935458167143,15,cloudy,200.64981856345565,Acceptable
20.08448895560301,10.495608407047978,67.98004772374154,66.77022310605165,303.6796666731158,355.45359099503276,694.0447516365609,2.6914636495433304,30,cloudy,171.152633921203,Acceptable
18.930973117447845,22.70151466844181,40.98363136414162,24.770327037761653,167.54215366890273,830.310420406183,1000.6164545667766,2.210318857451338,25,sunny,84.14016499565595,Acceptable
26.33126068254713,16.51026780100658,79.12198688969643,87.65161165542267,542.9513395357378,270.8385468696889,936.4444291450428,4.686427529987186,18,rainy,189.01497486444543,Poor
20.6860395889057,26.47505021471839,51.14099975212547,43.9850497532015,290.675462490492,890.628684732039,840.1981679415494,1.0659635324983754,3,sunny,79.30096907351046,Good
21.125736519776552,23.2734935714361,51.49478436267627,51.85018253884217,364.66222042107415,770.0101863934818,675.7340532139515,3.792331023762044,9,sunny,77.57196882264918,Good
26.157590156907503,27.27722492600704,51.47463437522099,49.23781594983937,3.14619633112148,1056.9637562340404,908.7739634468896,0.0,9,sunny,42.51869072263348,Good
20.873256874708147,18.626938544627656,57.941259611865696,54.41727818494995,234.3259543345548,769.1551651144356,681.2909143886789,2.554593571043969,28,sunny,103.76663041886356,Good
20.89602250644803,16.392017244548168,65.24797961512658,69.92885835259503,660.4419636490259,195.5076913375999,1084.2073145898748,6.543166949604445,15,stormy,120.03932602525984,Poor
20.28523525831188,14.63726095674253,51.3064882025424,50.60573208549732,722.049452118604,426.03483366252493,969.6114921774052,1.774746889822529,25,cloudy,114.51683758897724,Acceptable
18.57009715381795,16.68567597059163,55.72332049984824,46.23083558411894,509.3736899633776,578.1400578150209,977.932005026604,0.0717367867711131,19,sunny,90.94568407460638,Acceptable
26.128441441188347,18.867681274616707,70.85491623922766,71.86323754493166,509.960363717423,283.8464306869724,1404.805219056307,3.916381158206719,23,cloudy,134.0008054934865,Acceptable
19.283482712659445,16.863920759364927,73.9704833123405,83.125853969347,,226.82031771766145,1146.3462041198331,2.951066081337337,17,rainy,99.95826078960366,Acceptable
22.76208883323337,12.620130062111771,59.78304259801607,67.2367603841492,81.60972235954705,851.6214798299601,600.5292647184176,3.6305185588509303,7,sunny,138.66480888177824,Acceptable
18.82149643470376,32.56046703447021,54.43018203305845,61.61050892798673,500.1495510363802,601.9199253334009,1054.2006315163997,4.110317966762197,11,cloudy,222.86066541736088,Poor
22.005667181453923,18.919327278243447,48.567828479903824,53.12368696041386,515.4747402029627,406.92185972656256,971.211970999784,2.9506504273370817,13,cloudy,99.30872017499384,Acceptable
27.391233833491548,10.930393896691603,31.140636184694877,22.93820610068604,235.44173031878023,591.646726929644,952.5518668949207,2.456992829492646,18,sunny,280.72732449414076,Poor
22.82157862880471,28.812276740967135,60.81997619710928,65.7798700974545,493.7358018498255,346.799994388355,818.7149405369055,4.437590688052175,26,cloudy,180.8943220079363,Acceptable
23.332600550624377,12.013737436710748,76.04963429846762,78.74577311809215,523.9389082308983,345.8399365901409,1078.8729518237612,4.522715945968012,23,rainy,218.11502662234489,Poor
18.91926524902038,22.066250677957317,58.26410723221597,60.09048264619853,740.9281989451866,248.6048214125604,444.2767552849131,2.562033313135565,9,rainy,81.01327180918523,Poor
27.538980239435087,21.86386418712033,51.70289996434244,60.24506960842171,525.289919694565,596.4541614824067,684.1453254346216,2.7102068851162446,17,sunny,108.16871352667596,Acceptable
29.481272050803252,20.00492981639166,72.67707398794143,85.47515809135263,370.9537024606358,,1009.1084200303474,4.787936269079571,29,rainy,184.21434480395644,Poor
17.12901534353629,23.368168689451757,55.20092304971379,49.55895560127079,454.303529586616,394.4583032674279,989.4264209271336,2.762196717973031,5,sunny,99.05216590166827,Poor
24.441309153562507,13.398657782379024,78.68700706513727,81.9951707069761,740.878888480933,249.48098783539024,1105.9688714960268,4.2424274411521665,13,rainy,206.82455973768143,Poor
24.784293766707073,18.327570297377132,69.42982762954746,70.76004115106801,682.3832776376619,236.3960462291464,857.4758462729989,3.738495657180884,18,rainy,133.11382231026764,Acceptable
26.932038923098297,38.264736429748226,45.84996894931779,22.12227184479999,368.6627587315886,686.69257646656,824.2394432551166,2.281770402377305,16,sunny,167.5845526907679,Acceptable
25.747438304108258,4.099153241334001,47.7387493418564,41.05767493656579,560.4967215046024,435.6218032068781,1005.488996957844,1.0603278922547508,30,sunny,424.6811903737435,Poor
19.972645043465228,18.527656853461632,62.5165288704012,59.996657623990735,,320.4899165384248,923.3830997398504,1.8194256904571957,23,rainy,94.12759483596658,Acceptable
22.55570096427495,25.47985178089993,54.62616618914912,56.08946393890294,148.17046909547213,1133.9961675629754,609.2349390834106,4.141900777225519,22,sunny,78.68665832801746,Good
17.649486727254637,11.581827865590174,55.16104713316163,43.19841343870044,581.4722381889726,229.71882252632716,1122.6629879390118,2.0072856218801447,3,cloudy,93.91434486838808,Poor
25.776113911351135,7.037215638720376,63.46940120368982,59.56708116871077,349.36081758937087,249.7818659161339,709.2255892065158,4.291095225468086,27,rainy,401.8418323085218,Poor
16.923625047553507,37.27132729870635,50.31978893055374,41.71488390380354,486.76037847414966,512.5266545692319,1053.871380947671,0.7156847587639064,19,cloudy,413.09021421961694,Poor
25.783451796879763,17.027970126457504,56.89837215734077,55.57127746507529,191.8295108016298,744.0986565218997,965.5557682586046,3.1955103630246717,14,cloudy,144.14756325593504,Acceptable
25.1914440777487,38.63196129282193,49.42373632608627,49.1967330595321,159.84453345822453,617.3327439206333,1003.7519154716508,1.2224583979022663,19,sunny,215.19247930766164,Acceptable
24.392206363633363,26.28610648236981,57.04461902726024,62.77070196465341,453.5286017790872,486.3775592006979,1163.5626996541248,6.8924213264251915,7,sunny,72.10608682565952,Acceptable
24.227578149277093,22.609128482896903,44.29341257818334,60.10766257713367,196.2115566181808,718.7513139413602,758.4325121031147,0.9374284520096764,6,sunny,67.90435253976185,Good
19.973709714590203,25.807764096387555,46.677087720927275,50.62045754921225,0.0,1200.0,1063.39266651002,1.0167733119425573,3,sunny,60.93031218801459,Acceptable
22.844946076532405,27.080043563648537,45.544245277082425,51.770636055294666,29.19954868136773,736.976523220237,950.9205107979456,3.866644768040364,6,sunny,58.018752565873335,Good
23.91322503917415,27.4372417870168,68.71256143779352,67.78514610804149,666.4265760492351,261.67738550430903,882.4742999581213,5.656809046306067,22,rainy,111.0739805533888,Acceptable
21.153700457974473,23.486526763975732,59.14399910220634,57.84312518258282,308.4337673119144,674.7756669703613,946.3947640142858,0.0,1,cloudy,50.15483152471702,Acceptable
21.843862342249047,23.15688501960148,65.05653555098125,71.35457864768063,673.3058615993147,194.2928548136194,,2.8387816991641577,11,sunny,83.22096202657275,Good
19.638457563684884,23.410300135470234,22.73241793174207,10.86165179967488,,186.6567217283911,949.972872348146,3.7697091924037274,12,sunny,89.05349549575067,Poor
24.449435253069304,26.81530657663183,63.8862332094958,71.52052604819956,553.9517508489593,196.50364449012025,937.6591608515896,4.131672931164627,29,stormy,107.59742875289096,Acceptable
20.553602911451733,28.53574593721677,58.96670107241547,52.84631397802674,262.2540022298587,910.569657272178,803.0056080818117,3.4783707125592427,20,sunny,123.8173899408491,Good
28.401715840354193,7.983827573419175,80.00108538128441,91.10342187231356,806.7153479866959,78.9018992914717,1093.3767131482325,5.171113172421909,30,stormy,543.9821822261439,Poor
25.931222790612708,14.914969621925632,41.11831745357637,39.7413514885197,410.0216621342187,494.27384326607137,968.0879879642578,1.468390353660237,3,cloudy,147.14545713348753,Acceptable
21.369745121105197,22.645990592619004,53.703243618172344,61.35865654893631,346.54704510373756,425.8692463016045,727.3658037842272,2.4344156483303596,15,cloudy,73.86692841384138,Acceptable
19.155676353447763,13.016629397602582,71.10684026587363,79.08488092727333,666.332595154674,257.79895723162787,1007.5143375107072,3.2689252035316096,16,rainy,130.5053436166705,Poor
21.488139209480096,16.988103844816305,51.34143441396295,49.47539488945118,514.6393301357375,304.48934802812784,1017.6388247850048,0.8841947071626484,10,cloudy,97.49265098286988,Good
19.261055047730416,12.352643346247971,39.90717275148021,27.524151595840163,637.7798130762193,354.907440174196,726.8827328050361,6.294680633179287,6,cloudy,108.65461049253574,Acceptable
26.507363308635316,19.906857123825542,47.76522430161268,42.75898307886192,351.3043495204955,504.1239148647715,923.9119825383048,1.7783598573110848,30,sunny,119.09502962799536,Good
30.49616033870416,21.38902112124065,53.91248428019465,48.14435682520384,636.7250947522423,244.1682647691564,829.1925797734099,2.8438732104195017,25,rainy,173.1097720247103,Poor
19.0044526989707,29.961292931100836,50.32271373117361,57.92082617754059,364.5630346897576,663.0612321485265,975.662303744618,3.7308014566200054,16,sunny,166.54251506844608,Acceptable
19.3013760067644,18.07384758634975,51.73074972389907,53.39370693373776,457.30338224369007,378.0060666543645,939.6575113994312,3.848976308232813,3,rainy,25.147168391066188,Acceptable
24.560965844088567,38.598800236887215,70.7457053198332,74.8651197470316,237.550504348886,874.5085611821906,971.4750190522924,4.44551442946811,27,sunny,220.93340332297055,Acceptable
26.97509873964723,21.38869290088961,46.35764615530518,50.27924336477442,392.47393011760994,332.64611410817673,994.4714614525764,2.0586508126412713,1,sunny,80.60411663238489,Good
20.077811180948565,45.0,54.23074404904043,44.07597791138538,604.854012763671,479.6599414902899,,3.4807568080285556,19,cloudy,589.0903866956517,Poor
22.00913669122726,24.013216712803047,57.44334574887264,66.58794055751275,580.8604751215909,223.4195327628194,950.9848687878234,6.095718073835515,20,stormy,97.94432883769588,Poor
22.26615193319229,25.97377945457963,47.971297004751946,31.77434436409611,184.062445753507,789.2520185483341,1031.162352452645,2.7051372386282257,12,sunny,,Good
22.03577533670967,14.007730847539062,66.21075664142492,72.00000393384377,534.6669873344403,,1072.286573234525,3.646393372858393,11,rainy,140.58739704992684,Acceptable
19.856286265514537,-2.595952161903451,73.94931140276795,78.52475532216866,453.4838820737811,415.0764432885119,1127.176933204713,2.801231933916259,21,cloudy,484.5905171272526,Poor
25.423223066914993,18.75894709881064,59.23123584825491,52.92440104508008,338.7506713615013,521.1363796180082,968.0287985797348,5.45424634071572,28,cloudy,117.65403707291848,Acceptable
22.21944456726891,21.425746354901133,64.11846686931388,70.02978386432977,608.5974961855485,285.75103210237484,1118.4924916992136,1.9428516206320148,26,cloudy,93.1097049551742,Acceptable
18.016070711044243,31.379625639640224,54.60367678522182,60.02155855032025,579.9960235513018,190.31594583907045,1105.7018222650238,5.142686685352234,12,stormy,275.1512567132779,Poor
22.011560808665333,10.962003591799656,54.657126160425875,52.777927092394094,484.43579142521145,380.70384193585943,874.2246616307071,1.9446308796538023,2,sunny,147.7598534852723,Acceptable
27.87651951865597,37.24709090655867,74.48608151549358,82.71537892658881,79.08027975712484,1037.9881464153386,779.5681465068683,3.3062938233026298,24,sunny,140.68835384216754,Acceptable
20.42450328073784,19.990044755300666,37.93265058596627,27.0725808483342,518.6298421173688,347.5398407529441,1175.0510870877772,3.054033107637987,8,sunny,74.97088276964,Good
17.782169518107413,27.792455028043623,60.53014596425117,66.64136348937255,552.5551572123261,199.4066794585075,1058.8598590262145,3.8492586624917866,15,sunny,157.37502400109585,Acceptable
22.938678382618463,1.6812286757642418,68.81940151878099,65.76183737188899,283.821779794388,850.5181882614817,567.0636848227683,,25,sunny,402.12578508600114,Poor
19.670947134227355,19.11224305207532,48.20399116505041,37.95658500454584,857.2808342866582,225.8357851777583,751.2400036526619,4.34268041565924,15,rainy,91.18169061375488,Acceptable
18.24738904902368,15.250143568551376,41.51275441755448,44.64050871620146,541.5318668238768,249.34094263612593,1151.072852802221,3.69414496039394,11,rainy,88.41322385457966,Poor
21.24335158764807,27.459435281238257,51.0078358893403,33.51373510123071,310.7055977279922,825.2213942475629,956.901251264552,,12,sunny,106.11427174751331,Good
23.56684451890028,20.729802302054186,73.95347722075103,70.68655721957178,411.8684501185664,416.07783134435664,580.8972070379579,3.200442378518588,29,cloudy,104.77108274851152,Acceptable
24.859402602689755,10.862083028702772,57.943433934101456,49.72160137591271,549.4786552667922,292.9412220637529,963.9056711620832,0.0259610218749113,21,cloudy,231.19815044727332,Acceptable
20.570407668381883,27.57590109831223,56.04533470668486,,343.90009201891206,450.30422621720106,1105.98813285825,3.362974415418129,15,cloudy,122.53605652084975,Acceptable
27.677262659169447,25.557029914412706,57.85314387315396,66.76443736112577,389.3225039489191,469.8733832395433,1086.6125006637328,3.1715931908454777,1,cloudy,60.121372601497015,Acceptable
23.067041267944862,26.774145569034633,53.39933206672669,49.920621300375664,108.86106852336984,841.2394391658884,927.52987717559,0.3310227170260673,5,sunny,75.14653219277278,Good
